t	x1	x2
93.2000	6.27422	6.25906
93.3000	6.27537	6.28608
93.4000	6.27773	6.29082
93.5000	6.25747	6.27121
93.6000	6.25635	6.26416
93.7000	6.26789	6.28508
93.8000	6.28256	6.2885
93.9000	6.27849	6.28473
94.0000	6.26648	6.26828
94.1000	6.26651	6.30004
94.2000	6.27511	6.29084
94.3000	6.26525	6.29348
94.4000	6.26864	6.26833
94.5000	6.25996	6.27394
94.6000	6.26445	6.26447
94.7000	6.26317	6.27092
94.8000	6.27626	6.27305
94.9000	6.27223	6.31157
95.0000	6.27819	6.29739
95.1000	6.27372	6.28211
95.2000	6.28779	6.26995
95.3000	6.27773	6.30266
95.4000	6.30022	6.30232
95.5000	6.29589	6.31749
95.6000	6.26138	6.30509
95.7000	6.24856	6.30003
95.8000	6.26295	6.29138
95.9000	6.26827	6.27948
96.0000	6.24412	6.30836
96.1000	6.24196	6.31343
96.2000	6.23597	6.29663
96.3000	6.24598	6.29701
96.4000	6.2774	6.29976
96.5000	6.30113	6.31774
96.6000	6.30896	6.31666
96.7000	6.27573	6.29885
96.8000	6.27616	6.29901
96.9000	6.2838	6.31534
97.0000	6.28694	6.28659
97.1000	6.26452	6.29538
97.2000	6.28346	6.29558
97.3000	6.29369	6.29778
97.4000	6.29886	6.2879
97.5000	6.27199	6.28679
97.6000	6.28032	6.28949
97.7000	6.28572	6.28867
97.8000	6.27769	6.28203
97.9000	6.27743	6.30815
98.0000	6.28143	6.32556
98.1000	6.27142	6.29505
98.2000	6.25792	6.2973
98.3000	6.2615	6.28799
98.4000	6.26809	6.28147
98.5000	6.27384	6.26507
98.6000	6.25921	6.28371
98.7000	6.27853	6.29457
98.8000	6.27058	6.30987
98.9000	6.26654	6.29836
99.0000	6.26685	6.28719
99.1000	6.27487	6.29084
99.2000	6.27435	6.29093
99.3000	6.27927	6.28286
99.4000	6.28803	6.28194
99.5000	6.26495	6.2826
99.6000	6.27149	6.29952
99.7000	6.29616	6.29282
99.8000	6.28058	6.31164
99.9000	6.27219	6.30113
100.0000	6.28715	6.29474
100.1000	6.28382	6.26572
100.2000	6.30542	6.28538
100.3000	6.28707	6.29927
100.4000	6.30862	6.30292
100.5000	6.30164	6.27775
100.6000	6.28647	6.26527
100.7000	6.29817	6.26551
100.8000	6.28317	6.29638
100.9000	6.27735	6.31461
101.0000	6.26916	6.29858
101.1000	6.27606	6.28096
101.2000	6.2743	6.28161
101.3000	6.27844	6.29623
101.4000	6.27653	6.27601
101.5000	6.30019	6.27221
101.6000	6.29974	6.29242
101.7000	6.29564	6.30632
101.8000	6.29657	6.30009
101.9000	6.30649	6.29974
102.0000	6.30534	6.29122
102.1000	6.31224	6.30034
102.2000	6.28231	6.28462
102.3000	6.28582	6.27935
102.4000	6.29601	6.27717
102.5000	6.29799	6.28275
102.6000	6.27215	6.30444
102.7000	6.30137	6.28208
102.8000	6.29302	6.28318
102.9000	6.2957	6.29181
103.0000	6.2841	6.28872
103.1000	6.27045	6.27343
103.2000	6.26437	6.25959
103.3000	6.29494	6.27949
103.4000	6.30691	6.28132
103.5000	6.30526	6.28747
103.6000	6.29194	6.28392
103.7000	6.27984	6.29423
103.8000	6.25512	6.30955
103.9000	6.25853	6.30737
104.0000	6.28931	6.31656
104.1000	6.28831	6.30371
104.2000	6.31111	6.27359
104.3000	6.29673	6.2856
104.4000	6.26092	6.29909
104.5000	6.25025	6.31835
104.6000	6.2779	6.2939
104.7000	6.30056	6.31734
104.8000	6.32186	6.3255
104.9000	6.34018	6.30594
105.0000	6.31407	6.29527
105.1000	6.27039	6.29229
105.2000	6.29467	6.29909
105.3000	6.26951	6.30963
105.4000	6.27904	6.3146
105.5000	6.27761	6.28163
105.6000	6.29118	6.27828
105.7000	6.30321	6.28555
105.8000	6.28224	6.29885
105.9000	6.26847	6.29804
106.0000	6.27768	6.29635
106.1000	6.30386	6.31698
106.2000	6.29833	6.31679
106.3000	6.28154	6.31921
106.4000	6.28256	6.3053
106.5000	6.27718	6.31113
106.6000	6.27558	6.30591
106.7000	6.29389	6.31245
106.8000	6.29599	6.32202
106.9000	6.2973	6.31732
107.0000	6.30386	6.29274
107.1000	6.28096	6.30683
107.2000	6.2786	6.33339
107.3000	6.29138	6.30038
107.4000	6.27582	6.30674
107.5000	6.28812	6.29843
107.6000	6.29812	6.327
107.7000	6.29824	6.33839
107.8000	6.28954	6.314
107.9000	6.28681	6.30875
108.0000	6.29609	6.31432
108.1000	6.28715	6.30675
108.2000	6.27627	6.31299
108.3000	6.27902	6.3021
108.4000	6.31006	6.28094
108.5000	6.29855	6.2923
108.6000	6.294	6.31514
108.7000	6.28169	6.31133
108.8000	6.27616	6.30539
108.9000	6.27484	6.32007
109.0000	6.28994	6.30251
109.1000	6.27681	6.31184
109.2000	6.28444	6.31627
109.3000	6.30773	6.3412
109.4000	6.28979	6.32156
109.5000	6.27565	6.31568
109.6000	6.2804	6.32546
109.7000	6.28102	6.33887
109.8000	6.26802	6.32141
109.9000	6.28189	6.3129
110.0000	6.27212	6.34827
110.1000	6.2815	6.30166
110.2000	6.27905	6.28647
110.3000	6.2726	6.2831
110.4000	6.26966	6.2986
110.5000	6.28181	6.30096
110.6000	6.28817	6.30317
110.7000	6.32178	6.30911
110.8000	6.297	6.29327
110.9000	6.28415	6.29334
111.0000	6.29138	6.28427
111.1000	6.2805	6.3048
111.2000	6.28598	6.31079
111.3000	6.29618	6.33032
111.4000	6.30717	6.35043
111.5000	6.28689	6.31163
111.6000	6.27785	6.31034
111.7000	6.2854	6.28833
111.8000	6.2761	6.30013
111.9000	6.28125	6.33465
112.0000	6.2748	6.33417
112.1000	6.2826	6.3132
112.2000	6.26823	6.29855
112.3000	6.28019	6.30746
112.4000	6.29328	6.31803
112.5000	6.29294	6.34526
112.6000	6.29574	6.32895
112.7000	6.31222	6.30725
112.8000	6.31078	6.30034
112.9000	6.30159	6.3327
113.0000	6.27308	6.29964
113.1000	6.28921	6.29781
113.2000	6.27903	6.30344
113.3000	6.28522	6.3152
113.4000	6.30154	6.31392
113.5000	6.32671	6.31143
113.6000	6.30008	6.31292
113.7000	6.30106	6.31332
113.8000	6.28531	6.31611
113.9000	6.28852	6.2893
114.0000	6.27644	6.28229
114.1000	6.29314	6.30412
114.2000	6.28811	6.31659
114.3000	6.29699	6.32093
114.4000	6.32985	6.3208
114.5000	6.31509	6.32369
114.6000	6.30641	6.30959
114.7000	6.30404	6.31907
114.8000	6.26527	6.33043
114.9000	6.29206	6.33336
115.0000	6.29638	6.30189
115.1000	6.29551	6.28799
115.2000	6.29867	6.31306
115.3000	6.29742	6.30748
115.4000	6.31223	6.29568
115.5000	6.29751	6.2944
115.6000	6.29235	6.29566
115.7000	6.29976	6.31836
115.8000	6.30123	6.32372
115.9000	6.31298	6.32118
116.0000	6.32475	6.32083
116.1000	6.32706	6.31952
116.2000	6.31604	6.33082
116.3000	6.28779	6.32229
116.4000	6.26781	6.33108
116.5000	6.27992	6.3101
116.6000	6.29831	6.32242
116.7000	6.2918	6.31858
116.8000	6.28853	6.30978
116.9000	6.30709	6.30901
117.0000	6.31762	6.30568
117.1000	6.31692	6.30551
117.2000	6.28676	6.31242
117.3000	6.27694	6.29392
117.4000	6.27835	6.31561
117.5000	6.29893	6.31975
117.6000	6.30156	6.31726
117.7000	6.2868	6.31818
117.8000	6.28933	6.30794
117.9000	6.2998	6.33007
118.0000	6.28231	6.33239
118.1000	6.3089	6.31974
118.2000	6.30699	6.3031
118.3000	6.2778	6.30123
118.4000	6.278	6.32035
118.5000	6.30741	6.32101
118.6000	6.29387	6.312
118.7000	6.28375	6.31526
118.8000	6.29732	6.31451
118.9000	6.31497	6.32965
119.0000	6.33155	6.30951
119.1000	6.32707	6.30299
119.2000	6.31483	6.30755
119.3000	6.307	6.32517
119.4000	6.30862	6.32146
119.5000	6.30965	6.33156
119.6000	6.29716	6.32881
119.7000	6.27915	6.32017
119.8000	6.28813	6.28399
119.9000	6.27992	6.30116
120.0000	6.29666	6.30502
120.1000	6.28224	6.31164
120.2000	6.28285	6.31363
120.3000	6.30284	6.28521
120.4000	6.29597	6.3025
120.5000	6.27257	6.31162
120.6000	6.29557	6.32527
120.7000	6.30628	6.30615
120.8000	6.31563	6.28391
120.9000	6.32147	6.29067
121.0000	6.30746	6.29729
121.1000	6.30014	6.30857
121.2000	6.31027	6.30639
121.3000	6.32089	6.31472
121.4000	6.31096	6.32785
121.5000	6.31808	6.31938
121.6000	6.29031	6.30473
121.7000	6.27406	6.30432
121.8000	6.2716	6.31464
121.9000	6.29161	6.31613
122.0000	6.31552	6.32034
122.1000	6.33897	6.31035
122.2000	6.29033	6.31213
122.3000	6.27146	6.3095
122.4000	6.29323	6.3353
122.5000	6.31407	6.32876
122.6000	6.32374	6.34429
122.7000	6.34962	6.32735
122.8000	6.32292	6.2921
122.9000	6.32551	6.30809
123.0000	6.31273	6.3009
123.1000	6.30384	6.33922
123.2000	6.30675	6.35081
123.3000	6.2967	6.33772
123.4000	6.32324	6.34607
123.5000	6.31079	6.35466
123.6000	6.32952	6.34323
123.7000	6.3001	6.32409
123.8000	6.2787	6.30409
123.9000	6.29053	6.30483
124.0000	6.31363	6.29847
124.1000	6.30376	6.29169
124.2000	6.29925	6.30287
124.3000	6.30721	6.33106
124.4000	6.30745	6.33931
124.5000	6.31501	6.31784
124.6000	6.29957	6.32388
124.7000	6.31053	6.33025
124.8000	6.32268	6.31951
124.9000	6.3097	6.31601
125.0000	6.30889	6.32328
125.1000	6.29043	6.33209
125.2000	6.27812	6.31942
125.3000	6.30676	6.31061
125.4000	6.32448	6.31166
125.5000	6.30845	6.31981
125.6000	6.29776	6.33137
125.7000	6.31713	6.33298
125.8000	6.32107	6.31494
125.9000	6.32899	6.32405
126.0000	6.32253	6.31407
126.1000	6.29331	6.33356
126.2000	6.29143	6.31317
126.3000	6.29589	6.30327
126.4000	6.30559	6.29636
126.5000	6.29316	6.31069
126.6000	6.313	6.34083
126.7000	6.31857	6.33718
126.8000	6.31044	6.34769
126.9000	6.28217	6.34986
127.0000	6.28337	6.34161
127.1000	6.30103	6.32367
127.2000	6.28969	6.29693
127.3000	6.29243	6.30968
127.4000	6.30863	6.28986
127.5000	6.29683	6.31912
127.6000	6.28888	6.3284
127.7000	6.28556	6.31186
127.8000	6.31261	6.31072
127.9000	6.31025	6.2923
128.0000	6.31953	6.34137
128.1000	6.31516	6.35677
128.2000	6.33734	6.36496
128.3000	6.32053	6.34101
128.4000	6.31313	6.32918
128.5000	6.31241	6.33003
128.6000	6.32053	6.30783
128.7000	6.29984	6.32531
128.8000	6.28622	6.33333
128.9000	6.28671	6.32829
129.0000	6.3096	6.32896
129.1000	6.31207	6.32683
129.2000	6.31256	6.3477
129.3000	6.31329	6.33791
129.4000	6.29105	6.31839
129.5000	6.29366	6.27625
129.6000	6.27903	6.2787
129.7000	6.31145	6.30707
129.8000	6.30633	6.32847
129.9000	6.30899	6.32551
130.0000	6.29733	6.33549
130.1000	6.33743	6.33581
130.2000	6.35964	6.33077
130.3000	6.30994	6.33094
130.4000	6.30294	6.32227
130.5000	6.30709	6.3182
130.6000	6.31154	6.33615
130.7000	6.31412	6.34417
130.8000	6.30712	6.32488
130.9000	6.30764	6.33047
131.0000	6.30641	6.32681
131.1000	6.32236	6.31407
131.2000	6.30188	6.32507
131.3000	6.30886	6.33158
131.4000	6.34311	6.3238
131.5000	6.33968	6.30631
131.6000	6.32352	6.31648
131.7000	6.30834	6.32193
131.8000	6.29617	6.32909
131.9000	6.31877	6.33123
132.0000	6.3369	6.31413
132.1000	6.3042	6.30314
132.2000	6.30017	6.29851
132.3000	6.31988	6.33332
132.4000	6.32197	6.33902
132.5000	6.32798	6.34266
132.6000	6.31088	6.32064
132.7000	6.32342	6.30934
132.8000	6.31894	6.30228
132.9000	6.30715	6.30818
133.0000	6.32237	6.32219
133.1000	6.32761	6.3343
133.2000	6.32095	6.32397
133.3000	6.32546	6.33942
133.4000	6.34492	6.31994
133.5000	6.34157	6.33472
133.6000	6.32536	6.33854
133.7000	6.31481	6.32877
133.8000	6.29938	6.33854
133.9000	6.30691	6.34058
134.0000	6.33397	6.34488
134.1000	6.34549	6.31183
134.2000	6.31891	6.27758
134.3000	6.31533	6.28456
134.4000	6.31384	6.30788
134.5000	6.33032	6.33299
134.6000	6.32	6.33
134.7000	6.32199	6.32493
134.8000	6.33897	6.32361
134.9000	6.34452	6.33648
135.0000	6.33367	6.36181
135.1000	6.31642	6.34055
135.2000	6.33391	6.31038
135.3000	6.33947	6.30945
135.4000	6.31404	6.3208
135.5000	6.31246	6.32711
135.6000	6.32769	6.35461
135.7000	6.31386	6.3587
135.8000	6.32306	6.36148
135.9000	6.32666	6.3583
136.0000	6.31287	6.34114
136.1000	6.28801	6.32822
136.2000	6.32842	6.33709
136.3000	6.32742	6.31959
136.4000	6.33342	6.30682
136.5000	6.32025	6.30968
136.6000	6.30456	6.32304
136.7000	6.30996	6.35148
136.8000	6.34767	6.32011
136.9000	6.34794	6.31651
137.0000	6.34979	6.31356
137.1000	6.30981	6.35114
137.2000	6.32394	6.32971
137.3000	6.33016	6.30409
137.4000	6.35123	6.31304
137.5000	6.33295	6.33332
137.6000	6.33005	6.3467
137.7000	6.32525	6.34304
137.8000	6.32715	6.32733
137.9000	6.33789	6.31931
138.0000	6.33048	6.32866
138.1000	6.30961	6.32251
138.2000	6.30659	6.33822
138.3000	6.30551	6.31251
138.4000	6.33253	6.31656
138.5000	6.33052	6.31911
138.6000	6.3303	6.33957
138.7000	6.33006	6.32678
138.8000	6.31723	6.33501
138.9000	6.30481	6.318
139.0000	6.31315	6.33069
139.1000	6.33852	6.33119
139.2000	6.32391	6.32196
139.3000	6.33597	6.30094
139.4000	6.3165	6.31283
139.5000	6.34424	6.34783
139.6000	6.32534	6.33687
139.7000	6.31634	6.31827
139.8000	6.32166	6.31251
139.9000	6.33134	6.32257
140.0000	6.35549	6.32513
140.1000	6.34049	6.3104
140.2000	6.33617	6.31919
140.3000	6.32266	6.34541
140.4000	6.31123	6.36082
140.5000	6.31846	6.33478
140.6000	6.30411	6.31462
140.7000	6.29781	6.34974
140.8000	6.30894	6.34089
140.9000	6.3286	6.33311
141.0000	6.33965	6.34539
141.1000	6.33925	6.33793
141.2000	6.33268	6.3239
141.3000	6.31473	6.30593
141.4000	6.31086	6.31821
141.5000	6.34258	6.34185
141.6000	6.32277	6.33101
141.7000	6.32428	6.30914
141.8000	6.30674	6.3028
141.9000	6.32524	6.31271
142.0000	6.32996	6.34306
142.1000	6.33115	6.34334
142.2000	6.34535	6.32409
142.3000	6.35272	6.32404
142.4000	6.34357	6.32653
142.5000	6.32735	6.34518
142.6000	6.32679	6.33066
142.7000	6.33737	6.33119
142.8000	6.33725	6.31577
142.9000	6.33134	6.30537
143.0000	6.31088	6.31267
143.1000	6.3558	6.31616
143.2000	6.34814	6.31324
143.3000	6.31961	6.30326
143.4000	6.31142	6.31709
143.5000	6.30028	6.32989
143.6000	6.30728	6.34299
143.7000	6.33863	6.34439
143.8000	6.32966	6.3173
143.9000	6.30828	6.30249
144.0000	6.29081	6.30082
144.1000	6.30344	6.32247
144.2000	6.33788	6.32221
144.3000	6.32586	6.32727
144.4000	6.30607	6.34617
144.5000	6.33719	6.34516
144.6000	6.34067	6.33674
144.7000	6.31838	6.32429
144.8000	6.3393	6.31233
144.9000	6.32559	6.32691
145.0000	6.32178	6.33566
145.1000	6.32466	6.32172
145.2000	6.31584	6.3105
145.3000	6.32852	6.32428
145.4000	6.30297	6.30505
145.5000	6.29884	6.32551
145.6000	6.30957	6.32802
145.7000	6.32611	6.31836
145.8000	6.32166	6.3383
145.9000	6.31333	6.32626
146.0000	6.31911	6.30529
146.1000	6.32498	6.32092
146.2000	6.31833	6.35081
146.3000	6.32874	6.33254
146.4000	6.33328	6.30942
146.5000	6.34446	6.31384
146.6000	6.34334	6.30974
146.7000	6.32096	6.32429
146.8000	6.33068	6.32449
146.9000	6.34613	6.33712
147.0000	6.31735	6.34269
147.1000	6.30313	6.33106
147.2000	6.28285	6.33472
147.3000	6.30599	6.30287
147.4000	6.30555	6.31133
147.5000	6.32277	6.33695
147.6000	6.34773	6.3311
147.7000	6.34779	6.32671
147.8000	6.32485	6.32981
147.9000	6.31007	6.32914
148.0000	6.31176	6.32288
148.1000	6.31225	6.34941
148.2000	6.31042	6.35752
148.3000	6.30828	6.34552
148.4000	6.30171	6.35013
148.5000	6.31165	6.35248
148.6000	6.3231	6.35337
148.7000	6.3186	6.33041
148.8000	6.34699	6.35017
148.9000	6.3438	6.35975
149.0000	6.30666	6.36045
149.1000	6.30657	6.33916
149.2000	6.34061	6.34185
149.3000	6.33521	6.33759
149.4000	6.32502	6.34729
149.5000	6.29362	6.33409
149.6000	6.31202	6.36085
149.7000	6.31778	6.35588
149.8000	6.33117	6.34676
149.9000	6.31302	6.33129
150.0000	6.30667	6.32729
150.1000	6.332	6.369
150.2000	6.34424	6.36845
150.3000	6.33327	6.37214
150.4000	6.34369	6.36279
150.5000	6.34294	6.34795
150.6000	6.31241	6.31674
150.7000	6.31401	6.33062
150.8000	6.30729	6.33768
150.9000	6.2964	6.32881
151.0000	6.34133	6.34573
151.1000	6.35398	6.33949
151.2000	6.34466	6.34977
151.3000	6.32201	6.35578
151.4000	6.31995	6.34833
151.5000	6.34249	6.35008
151.6000	6.34567	6.35613
151.7000	6.36354	6.33741
151.8000	6.34185	6.34216
151.9000	6.34255	6.3529
152.0000	6.34811	6.36572
152.1000	6.35332	6.34133
152.2000	6.34701	6.35514
152.3000	6.3502	6.35373
152.4000	6.34803	6.34575
152.5000	6.35415	6.34946
152.6000	6.33292	6.35209
152.7000	6.33066	6.33784
152.8000	6.32671	6.33205
152.9000	6.31739	6.35299
153.0000	6.31679	6.33629
153.1000	6.33358	6.37375
153.2000	6.34242	6.38489
153.3000	6.34661	6.36869
153.4000	6.31365	6.36523
153.5000	6.33591	6.36603
153.6000	6.3337	6.36164
153.7000	6.33683	6.35027
153.8000	6.34075	6.36339
153.9000	6.35089	6.35812
154.0000	6.3224	6.34584
154.1000	6.32037	6.35428
154.2000	6.31873	6.34691
154.3000	6.35627	6.3689
154.4000	6.35441	6.36775
154.5000	6.32767	6.34398
154.6000	6.31467	6.33468
154.7000	6.28833	6.35594
154.8000	6.28697	6.36312
154.9000	6.2984	6.37475
155.0000	6.30915	6.37648
155.1000	6.31456	6.37314
155.2000	6.34243	6.37119
155.3000	6.3529	6.35023
155.4000	6.35208	6.35739
155.5000	6.33637	6.36409
155.6000	6.32299	6.3789
155.7000	6.3503	6.36604
155.8000	6.36074	6.36529
155.9000	6.33563	6.34542
156.0000	6.32778	6.36523
156.1000	6.34542	6.3625
156.2000	6.32889	6.37179
156.3000	6.29101	6.3634
156.4000	6.32748	6.35626
156.5000	6.32492	6.35551
156.6000	6.33057	6.36141
156.7000	6.32779	6.35611
156.8000	6.33903	6.36618
156.9000	6.3341	6.3567
157.0000	6.32014	6.34833
157.1000	6.31098	6.34555
157.2000	6.3335	6.34845
157.3000	6.35808	6.34191
157.4000	6.36996	6.34575
157.5000	6.34378	6.37196
157.6000	6.32211	6.36875
157.7000	6.34146	6.35516
157.8000	6.34485	6.36312
157.9000	6.30853	6.36025
158.0000	6.30935	6.3438
158.1000	6.34634	6.34577
158.2000	6.35222	6.33831
158.3000	6.32683	6.3771
158.4000	6.3021	6.37485
158.5000	6.33519	6.35264
158.6000	6.35414	6.35173
158.7000	6.32336	6.34224
158.8000	6.33489	6.36002
158.9000	6.34359	6.34424
159.0000	6.34769	6.34539
159.1000	6.33945	6.33978
159.2000	6.34866	6.36669
159.3000	6.34437	6.34903
159.4000	6.32006	6.34614
159.5000	6.3227	6.35544
159.6000	6.33556	6.35785
159.7000	6.36464	6.32644
159.8000	6.34805	6.34343
159.9000	6.31496	6.35382
160.0000	6.33493	6.35407
160.1000	6.35941	6.33125
160.2000	6.33905	6.33311
160.3000	6.31671	6.36713
160.4000	6.29681	6.36936
160.5000	6.32475	6.34924
160.6000	6.32765	6.35537
160.7000	6.3497	6.36013
160.8000	6.36268	6.36461
160.9000	6.35415	6.37143
161.0000	6.33193	6.36686
161.1000	6.37049	6.37564
161.2000	6.37756	6.38419
161.3000	6.34889	6.38881
161.4000	6.33336	6.34612
161.5000	6.32063	6.33482
161.6000	6.31436	6.3632
161.7000	6.3428	6.36159
161.8000	6.33969	6.36453
161.9000	6.32568	6.37377
162.0000	6.32136	6.37398
162.1000	6.3239	6.40186
162.2000	6.34503	6.38625
162.3000	6.34505	6.37174
162.4000	6.33765	6.38273
162.5000	6.36338	6.37653
162.6000	6.34507	6.36088
162.7000	6.361	6.38492
162.8000	6.37801	6.3707
162.9000	6.35749	6.35574
163.0000	6.33604	6.36725
163.1000	6.33485	6.37491
163.2000	6.32305	6.38466
163.3000	6.32239	6.39496
163.4000	6.32111	6.39578
163.5000	6.30136	6.39552
163.6000	6.3216	6.37743
163.7000	6.36592	6.37874
163.8000	6.36198	6.38617
163.9000	6.34858	6.36643
164.0000	6.34924	6.38662
164.1000	6.373	6.39147
164.2000	6.35233	6.3856
164.3000	6.29983	6.37572
164.4000	6.31666	6.36726
164.5000	6.35395	6.3859
164.6000	6.35833	6.3723
164.7000	6.35246	6.35714
164.8000	6.32145	6.36464
164.9000	6.33009	6.36553
165.0000	6.33679	6.37259
165.1000	6.33267	6.39289
165.2000	6.32581	6.39171
165.3000	6.32349	6.38167
165.4000	6.36649	6.37901
165.5000	6.35746	6.36248
165.6000	6.33282	6.36802
165.7000	6.32251	6.35677
165.8000	6.32146	6.3741
165.9000	6.31258	6.37278
166.0000	6.31266	6.38224
166.1000	6.3389	6.38645
166.2000	6.36497	6.39633
166.3000	6.36968	6.39263
166.4000	6.36189	6.37183
166.5000	6.31524	6.36399
166.6000	6.36297	6.35397
166.7000	6.36295	6.39567
166.8000	6.36174	6.40889
166.9000	6.35485	6.40937
167.0000	6.3495	6.39186
167.1000	6.35822	6.38385
167.2000	6.3455	6.38815
167.3000	6.33942	6.38232
167.4000	6.34391	6.35926
167.5000	6.35871	6.35398
167.6000	6.35267	6.37202
167.7000	6.34822	6.36975
167.8000	6.35433	6.38932
167.9000	6.34584	6.37555
168.0000	6.34082	6.36503
168.1000	6.35879	6.37032
168.2000	6.36053	6.37545
168.3000	6.34598	6.38649
168.4000	6.33956	6.38672
168.5000	6.33081	6.38342
168.6000	6.34997	6.39001
168.7000	6.34012	6.39073
168.8000	6.3328	6.38396
168.9000	6.3419	6.38413
169.0000	6.37452	6.38871
169.1000	6.37698	6.40537
169.2000	6.36825	6.38016
169.3000	6.37482	6.36394
169.4000	6.37695	6.36091
169.5000	6.35533	6.39328
169.6000	6.33332	6.39059
169.7000	6.33312	6.39862
169.8000	6.36275	6.38355
169.9000	6.36138	6.36976
170.0000	6.35604	6.3697
170.1000	6.34189	6.38378
170.2000	6.34152	6.39931
170.3000	6.33576	6.39066
170.4000	6.35133	6.39825
170.5000	6.36572	6.39224
170.6000	6.35713	6.37858
170.7000	6.36852	6.38462
170.8000	6.35044	6.39284
170.9000	6.33075	6.37197
171.0000	6.32794	6.40017
171.1000	6.33767	6.4239
171.2000	6.35286	6.40803
171.3000	6.36044	6.42104
171.4000	6.36988	6.39875
171.5000	6.37397	6.38151
171.6000	6.35812	6.37103
171.7000	6.35008	6.36867
171.8000	6.33707	6.38354
171.9000	6.3429	6.38628
172.0000	6.36068	6.37387
172.1000	6.37364	6.36092
172.2000	6.35229	6.37636
172.3000	6.37109	6.3774
172.4000	6.35972	6.39136
172.5000	6.3405	6.39136
172.6000	6.35156	6.36078
172.7000	6.35091	6.35606
172.8000	6.36188	6.37739
172.9000	6.35007	6.39617
173.0000	6.35626	6.40304
173.1000	6.36156	6.39817
173.2000	6.34744	6.37384
173.3000	6.3535	6.34441
173.4000	6.35591	6.3823
173.5000	6.33843	6.407
173.6000	6.3385	6.40351
173.7000	6.36371	6.39026
173.8000	6.34012	6.37023
173.9000	6.33657	6.35257
174.0000	6.36766	6.3713
174.1000	6.39441	6.38221
174.2000	6.39495	6.38503
174.3000	6.36022	6.3845
174.4000	6.36615	6.37284
174.5000	6.35837	6.41537
174.6000	6.33767	6.41382
174.7000	6.33966	6.39085
174.8000	6.34949	6.35542
174.9000	6.33996	6.35006
175.0000	6.34511	6.38497
175.1000	6.34965	6.39228
175.2000	6.32827	6.39174
175.3000	6.33967	6.38136
175.4000	6.35174	6.39376
175.5000	6.35198	6.38545
175.6000	6.36245	6.38012
175.7000	6.36648	6.37243
175.8000	6.39879	6.40174
175.9000	6.40068	6.45049
176.0000	6.36894	6.44238
176.1000	6.34945	6.38714
176.2000	6.36507	6.39043
176.3000	6.39162	6.38068
176.4000	6.39002	6.38334
176.5000	6.38076	6.4088
176.6000	6.33586	6.39562
176.7000	6.33956	6.39731
176.8000	6.38074	6.40829
176.9000	6.37133	6.38359
177.0000	6.37983	6.38667
177.1000	6.36652	6.37189
177.2000	6.3614	6.38883
177.3000	6.33975	6.40149
177.4000	6.34821	6.40404
177.5000	6.37423	6.40807
177.6000	6.37606	6.39706
177.7000	6.35901	6.38605
177.8000	6.33926	6.38546
177.9000	6.34518	6.38233
178.0000	6.39678	6.38891
178.1000	6.4236	6.37023
178.2000	6.36691	6.37797
178.3000	6.33839	6.36296
178.4000	6.32758	6.39244
178.5000	6.36643	6.40044
178.6000	6.3724	6.41234
178.7000	6.36663	6.40767
178.8000	6.37222	6.37026
178.9000	6.36362	6.36193
179.0000	6.37344	6.35973
179.1000	6.38254	6.38767
179.2000	6.35759	6.37414
179.3000	6.35566	6.34561
179.4000	6.35236	6.34748
179.5000	6.35994	6.38018
179.6000	6.34348	6.40771
179.7000	6.34651	6.40503
179.8000	6.36915	6.40126
179.9000	6.37304	6.38299
180.0000	6.37616	6.35696
180.1000	6.39084	6.39413
180.2000	6.38309	6.40951
180.3000	6.38066	6.39015
180.4000	6.38095	6.37361
180.5000	6.3615	6.39035
180.6000	6.3708	6.38392
180.7000	6.37551	6.3747
180.8000	6.40832	6.41447
180.9000	6.37559	6.44967
181.0000	6.35407	6.41785
181.1000	6.34319	6.39223
181.2000	6.33905	6.37407
181.3000	6.34206	6.37978
181.4000	6.34841	6.39452
181.5000	6.35632	6.40993
181.6000	6.35066	6.4103
181.7000	6.36471	6.39171
181.8000	6.34995	6.38636
181.9000	6.34383	6.40612
182.0000	6.35157	6.39511
182.1000	6.355	6.36847
182.2000	6.35078	6.38572
182.3000	6.34669	6.39099
182.4000	6.36607	6.39532
182.5000	6.39088	6.39148
182.6000	6.36955	6.39166
182.7000	6.36117	6.42402
182.8000	6.36703	6.41764
182.9000	6.38741	6.40473
183.0000	6.3869	6.39231
183.1000	6.34967	6.38771
183.2000	6.36961	6.39333
183.3000	6.3592	6.38865
183.4000	6.33517	6.38251
183.5000	6.36149	6.40283
183.6000	6.35147	6.41708
183.7000	6.35634	6.41473
183.8000	6.36505	6.4017
183.9000	6.36695	6.39912
184.0000	6.35476	6.38968
184.1000	6.35761	6.4206
184.2000	6.37641	6.41879
184.3000	6.37028	6.41698
184.4000	6.36616	6.38595
184.5000	6.37602	6.39479
184.6000	6.37574	6.40326
184.7000	6.36399	6.40612
184.8000	6.36368	6.41249
184.9000	6.36078	6.41174
185.0000	6.35985	6.40225
185.1000	6.35171	6.41815
185.2000	6.3672	6.40139
185.3000	6.37713	6.38779
185.4000	6.38212	6.40845
185.5000	6.37935	6.41031
185.6000	6.34827	6.4069
185.7000	6.34336	6.41063
185.8000	6.36438	6.4323
185.9000	6.38929	6.43311
186.0000	6.37221	6.41906
186.1000	6.37764	6.39833
186.2000	6.35989	6.39138
186.3000	6.36839	6.40596
186.4000	6.39192	6.38144
