t	x1	x2
186.5000	6.39764	6.38567
186.6000	6.3885	6.40981
186.7000	6.38581	6.41241
186.8000	6.38015	6.39158
186.9000	6.34873	6.41123
187.0000	6.36204	6.40035
187.1000	6.3836	6.40407
187.2000	6.38987	6.40839
187.3000	6.3742	6.40935
187.4000	6.36038	6.40712
187.5000	6.34355	6.41853
187.6000	6.39042	6.39995
187.7000	6.39377	6.42198
187.8000	6.37075	6.39184
187.9000	6.34131	6.38129
188.0000	6.36188	6.39126
188.1000	6.38101	6.41604
188.2000	6.38111	6.38912
188.3000	6.38325	6.37133
188.4000	6.37111	6.3509
188.5000	6.37956	6.37549
188.6000	6.38889	6.40002
188.7000	6.3715	6.39734
188.8000	6.35758	6.38477
188.9000	6.39056	6.398
189.0000	6.39113	6.38604
189.1000	6.36869	6.40732
189.2000	6.38255	6.41362
189.3000	6.3913	6.41825
189.4000	6.37662	6.42493
189.5000	6.40188	6.41356
189.6000	6.40591	6.40297
189.7000	6.3527	6.40984
189.8000	6.36545	6.41048
189.9000	6.38229	6.39471
190.0000	6.35761	6.38808
190.1000	6.36231	6.39175
190.2000	6.36199	6.35907
190.3000	6.37288	6.38198
190.4000	6.37124	6.38823
190.5000	6.38165	6.41588
190.6000	6.36027	6.41118
190.7000	6.3562	6.40836
190.8000	6.35639	6.39255
190.9000	6.37267	6.39395
191.0000	6.38807	6.39692
191.1000	6.40481	6.41528
191.2000	6.40728	6.41143
191.3000	6.38781	6.42179
191.4000	6.34861	6.40113
191.5000	6.34677	6.39197
191.6000	6.36199	6.41234
191.7000	6.38628	6.41412
191.8000	6.37578	6.42031
191.9000	6.36924	6.41965
192.0000	6.35896	6.38485
192.1000	6.37746	6.3764
192.2000	6.37029	6.38358
192.3000	6.38594	6.38849
192.4000	6.39167	6.41328
192.5000	6.39135	6.43978
192.6000	6.35424	6.41451
192.7000	6.35355	6.41594
192.8000	6.40485	6.387
192.9000	6.42133	6.38257
193.0000	6.41278	6.42332
193.1000	6.37376	6.41389
193.2000	6.34557	6.37809
193.3000	6.35338	6.3774
193.4000	6.39151	6.38873
193.5000	6.41562	6.3849
193.6000	6.42519	6.40432
193.7000	6.42163	6.42497
193.8000	6.39101	6.42374
193.9000	6.39679	6.41425
194.0000	6.38782	6.40283
194.1000	6.36015	6.39935
194.2000	6.35005	6.41037
194.3000	6.36373	6.41199
194.4000	6.36616	6.40753
194.5000	6.39156	6.42136
194.6000	6.41759	6.42675
194.7000	6.39785	6.40514
194.8000	6.38904	6.39811
194.9000	6.39066	6.40511
195.0000	6.39106	6.39111
195.1000	6.37924	6.40277
195.2000	6.35058	6.39781
195.3000	6.33582	6.41336
195.4000	6.34289	6.42375
195.5000	6.38776	6.4225
195.6000	6.39218	6.42005
195.7000	6.35227	6.42691
195.8000	6.33139	6.43234
195.9000	6.34737	6.42324
196.0000	6.36765	6.42672
196.1000	6.37107	6.4221
196.2000	6.38287	6.43228
196.3000	6.36326	6.41588
196.4000	6.39095	6.40959
196.5000	6.40631	6.41922
196.6000	6.40569	6.41184
196.7000	6.3914	6.43554
196.8000	6.38018	6.42803
196.9000	6.35204	6.41197
197.0000	6.37831	6.40168
197.1000	6.40776	6.42173
197.2000	6.41474	6.44827
197.3000	6.40308	6.42556
197.4000	6.40282	6.41479
197.5000	6.40014	6.38246
197.6000	6.40861	6.38133
197.7000	6.39396	6.39048
197.8000	6.38913	6.40912
197.9000	6.3958	6.40117
198.0000	6.3919	6.39345
198.1000	6.37875	6.38512
198.2000	6.38457	6.40731
198.3000	6.38613	6.43463
198.4000	6.3677	6.43714
198.5000	6.39498	6.42666
198.6000	6.41617	6.39709
198.7000	6.41724	6.36298
198.8000	6.40209	6.3942
198.9000	6.38041	6.41657
199.0000	6.37821	6.43573
199.1000	6.39279	6.40611
199.2000	6.40242	6.38144
199.3000	6.43028	6.41942
199.4000	6.42286	6.43379
199.5000	6.40652	6.42822
199.6000	6.41603	6.42212
199.7000	6.41004	6.40602
199.8000	6.40413	6.40416
199.9000	6.3972	6.4005
200.0000	6.39596	6
